0 0 0 0.666644 1.5 0.588168
54 0.01 0 0.666646 1.49009 0.586949
98 0.02 0 0.666646 1.48017 0.58695
142 0.03 0 0.666646 1.47026 0.58706
186 0.04 0 0.666644 1.46035 0.586101
230 0.05 0 0.666643 1.45043 0.586103
274 0.06 0 0.666644 1.44052 0.585994
318 0.07 0 0.666643 1.4306 0.586047
362 0.08 0 0.666643 1.42069 0.586101
406 0.09 0 0.666641 1.41077 0.58609
450 0.1 0 0.666642 1.40086 0.586092
494 0.11 0 0.666644 1.39095 0.586103
538 0.12 0 0.666646 1.38103 0.586113
582 0.13 0 0.666646 1.37111 0.586054
626 0.14 0 0.666646 1.36119 0.586169
670 0.15 0 0.666645 1.35127 0.586168
714 0.16 0 0.666645 1.34136 0.58521
758 0.17 0 0.666645 1.33143 0.585201
802 0.18 0 0.666645 1.32151 0.585252
846 0.19 0 0.666645 1.31159 0.585253
890 0.2 0 0.666645 1.30167 0.585195
934 0.21 0 0.666646 1.29174 0.585197
978 0.22 0 0.666644 1.28181 0.585193
1022 0.23 0 0.666646 1.27188 0.585188
1066 0.24 0 0.666647 1.26196 0.585181
1110 0.25 0 0.666647 1.25203 0.585188
1154 0.26 0 0.666647 1.24209 0.585182
1198 0.27 0 0.666646 1.23216 0.585241
1242 0.28 0 0.666648 1.22223 0.585227
1286 0.29 0 0.666648 1.21229 0.585221
1330 0.3 0 0.666647 1.20235 0.585262
1374 0.31 0 0.666648 1.19242 0.586157
1418 0.32 0 0.666647 1.18247 0.586153
1462 0.33 0 0.666646 1.17253 0.586206
1506 0.34 0 0.666648 1.16259 0.5862
1550 0.35 0 0.666646 1.15265 0.586144
1594 0.36 0 0.666646 1.1427 0.586143
1638 0.37 0 0.666647 1.13276 0.586138
1682 0.38 0 0.666648 1.12281 0.586077
1726 0.39 0 0.666647 1.11286 0.586017
1770 0.4 0 0.666647 1.10291 0.586074
1814 0.41 0 0.666647 1.09296 0.586115
1858 0.42 0 0.666647 1.08301 0.58612
1902 0.43 0 0.666645 1.07305 0.586122
1946 0.44 0 0.666645 1.0631 0.586129
1990 0.45 0 0.666647 1.05314 0.586131
2034 0.46 0 0.666646 1.04319 0.586134
2078 0.47 0 0.666645 1.03323 0.586144
2122 0.48 0 0.666646 1.02328 0.586277
2166 0.49 0 0.666646 1.01332 0.586304
2210 0.5 0 0.666645 1.00338 0.586394
2254 0.51 0 0.666643 0.993432 0.58744
2298 0.52 0 0.666644 0.983497 0.58757
2342 0.53 0 0.666644 0.973574 0.587674
2386 0.54 0 0.666645 0.963667 0.587846
2430 0.55 0 0.666643 0.95378 0.588046
2474 0.56 0 0.666643 0.943912 0.588221
2518 0.57 0 0.66664 0.93407 0.588538
2562 0.58 0 0.666641 0.92425 0.588886
2606 0.59 0 0.666645 0.914459 0.58915
2650 0.6 0 0.666645 0.904698 0.589501
2694 0.61 0 0.666645 0.894968 0.589845
2738 0.62 0 0.666647 0.885272 0.590216
2782 0.63 0 0.666647 0.875614 0.590669
2826 0.64 0 0.666648 0.865991 0.591098
2870 0.65 0 0.666647 0.856407 0.591684
2914 0.66 0 0.666646 0.846865 0.592299
2958 0.67 0 0.666647 0.837363 0.592966
3002 0.68 0 0.666644 0.827908 0.593556
3046 0.69 0 0.666646 0.818492 0.594179
3090 0.7 0 0.666646 0.809125 0.594813
3134 0.71 0 0.666646 0.799807 0.595503
3178 0.72 0 0.666645 0.790536 0.596214
3222 0.73 0 0.666645 0.781318 0.596944
3266 0.74 0 0.666646 0.772149 0.597718
3310 0.75 0 0.666643 0.763031 0.598528
3354 0.76 0 0.666646 0.753966 0.599371
3398 0.77 0 0.666645 0.744958 0.600222
3442 0.78 0 0.666647 0.736003 0.601111
3486 0.79 0 0.666647 0.727106 0.602023
3530 0.8 0 0.666647 0.718268 0.602984
3574 0.81 0 0.666647 0.709486 0.603946
3618 0.82 0 0.666644 0.700767 0.604888
3662 0.83 0 0.666646 0.692105 0.605925
3706 0.84 0 0.666646 0.683505 0.606963
3750 0.85 0 0.666647 0.674966 0.608055
3794 0.86 0 0.666644 0.66649 0.609158
3838 0.87 0 0.666646 0.658081 0.610336
3882 0.88 0 0.666646 0.649733 0.61148
3926 0.89 0 0.666645 0.641453 0.612658
3970 0.9 0 0.666645 0.633238 0.613845
4014 0.91 0 0.666645 0.62509 0.61507
4058 0.92 0 0.666645 0.617008 0.616307
4102 0.93 0 0.666648 0.608993 0.617547
4146 0.94 0 0.666646 0.601049 0.618809
4190 0.95 0 0.666647 0.593175 0.620076
4234 0.96 0 0.666645 0.585369 0.621354
4278 0.97 0 0.666645 0.577636 0.622648
4322 0.98 0 0.666645 0.569974 0.623921
4366 0.99 0 0.666645 0.562385 0.625238
4410 1 0 0.666643 0.554867 0.62657
4454 1.01 0 0.666644 0.547423 0.627917
4498 1.02 0 0.666646 0.540055 0.629236
4542 1.03 0 0.666647 0.53276 0.630601
4586 1.04 0 0.666647 0.525537 0.631947
4630 1.05 0 0.666644 0.518394 0.633275
4674 1.06 0 0.666645 0.511324 0.634624
4718 1.07 0 0.666645 0.50433 0.635971
4762 1.08 0 0.666645 0.497413 0.637279
4806 1.09 0 0.666647 0.490574 0.638728
4850 1.1 0 0.666645 0.483815 0.640155
4894 1.11 0 0.666647 0.477129 0.641522
4938 1.12 0 0.666645 0.470527 0.64287
4982 1.13 0 0.666641 0.464 0.644243
5026 1.14 0 0.666647 0.457553 0.645597
5070 1.15 0 0.666645 0.451187 0.646948
5114 1.16 0 0.666645 0.444899 0.648302
5158 1.17 0 0.666649 0.438697 0.649639
5202 1.18 0 0.666647 0.432569 0.650962
5246 1.19 0 0.666645 0.426526 0.652279
5290 1.2 0 0.666645 0.420565 0.653588
5334 1.21 0 0.666645 0.414683 0.654872
5378 1.22 0 0.666647 0.408883 0.656134
5422 1.23 0 0.666646 0.403169 0.657381
